"Airport","Origin","Lat","Long"
"Misima Island","MIS",-10.6892,152.838
"Moro","MXH",-6.36333,143.238
"Momote","MAS",-2.06189,147.424
"Mendi","MDU",-6.14774,143.657
"Kavieng","KVG",-2.5794,150.808
"Kerema","KMA",-7.96361,145.771
"Kikori","KRI",-7.42438,144.25
"Kiunga","UNG",-6.12571,141.282
"Hoskins","HKN",-5.46217,150.405
"Girua","PNP",-8.80454,148.309
"Gurney","GUR",-10.3115,150.334
"Daru","DAU",-9.08676,143.208
"Kundiawa","CMU",-6.02429,144.971
"Buka Island","BUA",-5.42232,154.673
"Ramata","RBV",-8.16806,157.643
"Kagau Island","KGE",-7.333,157.583
"Suavanao","VAO",-7.58556,158.731
"Marau","RUS",-9.86167,160.825
"Rennell Island","RNL",-11.5339,160.063
"Stirling Island","MNY",-7.41694,155.565
"Gizo","GZO",-8.09778,156.864
"Munda","MUA",-8.32797,157.263
"Santa Cruz/Graciosa Bay/Luova","SCZ",-10.7203,165.795
"Kirakira","IRA",-10.4497,161.898
"Mbambanakira","MBU",-9.7475,159.839
"Fera Island","FRE",-8.1075,159.577
"Ballalae","BAS",-6.967,155.883
"Auki","AKS",-8.70257,160.682
"Atoifi","ATD",-8.87333,161.011
"Komsomolsk-on-Amur","KXK",50.4094,136.934
"Moyo","OYG",3.633,31.75
"Tiksi","IKS",71.6977,128.903
"Cherskiy","CYX",68.7406,161.338
"Chokurdah","CKH",70.6231,147.902
"Neryungri","CNN",56.9139,124.914
"Kostanay","KSN",53.206944,63.550278
"Zhezkazgan","DZN",47.708333,67.733333
"Kokshetau","KOV",53.3291,69.5946
"Union Island","UNI",12.583,-61.417
"Bequia","BQU",12.988444,-61.262033
"Spanish Town","VIJ",18.4464,-64.4275
"Charlestown","NEV",17.205678,-62.589869
"Basse Terre","BBR",16.0133,-61.7422
"Grande Anse","DSD",16.2969,-61.0844
"El Vigía","VIG",8.6241,-71.672819
"Maldonado","MDO",-34.917,-54.917
"Santa Rosa","SRA",-27.9067,-54.5204
"Huánuco","HUU",-9.878811,-76.204797
"Caballococha","LHC",-3.916858,-70.508225
"San Borja","SRJ",-14.8592,-66.7375
"Riberalta","RIB",-11,-66
"Guayaramerín","GYA",-10.8206,-65.3456
"Puerto Inírida","PDA",3.85,-67.91
"Nuquí","NQU",5.7,-77.28
"La Pedrera","LPD",-1.33,-69.58
"Puerto Leguízamo","LQM",-0.18,-74.77
"Garzón","GLJ",2.17,-75.67
"Cartago","CRC",4.758181,-75.955753
"Stanley","PSY",-51.685672,-57.777644
"La Toma (Catamayo)","LOH",-3.99589,-79.3719
"San Cristóbal","SCY",-0.910206,-89.61745
"Sorocaba","SOD",-23.478,-47.49
"El Salvador","ESR",-26.3111,-69.7652
"Vitória Da Conquista","VDC",-14.862761,-40.863106
"Marília","MII",-22.196892,-49.9264
"Macaé","MEA",-22.343,-41.766
"Necochea","NEC",-38.483056,-58.817222
"El Calafate","ING",-50.3361,-72.2486
"Roxas City","RXS",11.597669,122.751669
"Calbayog City","CYP",12.072706,124.545092
"Virac","VRC",13.576439,124.205672
"Tuguegarao","TUG",17.638311,121.730614
"San Fernando","SFE",16.595589,120.303219
"Basco","BSO",20.451322,121.979883
"Naga","WNP",13.584886,123.270239
"Tandag","TDG",9.07211,126.171
"Sangley Point","SUG",9.757567,125.479328
"Fremont","",41.3331,-83.1612
"Sanga Sanga","SGS",5.04699,119.743
"General Santos City","GES",6.106439,125.2353
"Olongapo City","SFS",14.7944,120.271
"Sokcho / Gangneung","YNY",38.061311,128.669164
"Anadyr","DYR",64.73495,177.741483
"Okhotsk","OHO",59.4101,143.057
"Ujae Atoll","UJE",8.92806,165.762
"Mariupol International","MPW",47.0761,37.4496
"Lugansk","VSG",48.4174,39.3741
"Zaporozhye","OZH",47.867,35.3157
"Krivoy Rog","KWG",48.0433,33.21
"Kharkov","HRK",49.924786,36.289986
"Ivano-Frankivsk","IFO",48.884167,24.686111
"Chernovtsk","CWC",48.259322,25.980831
"Rivne","RWN",50.6071,26.1416
"Uzhgorod","UDJ",48.634278,22.263356
"Solovetsky Islands","CSH",65.03,35.7333
"Cherepovets","CEE",59.2736,38.0158
"Amderma","AMV",69.7633,61.5564
"Kotlas","KSZ",61.2358,46.6975
"Petrozavodsk","PES",61.8852,34.1547
"Hrodna","GNA",53.602,24.0538
"Mogilev","MVQ",53.9549,30.0951
"Yeniseysk","EIE",58.4742,92.1125
"Kyzyl","KYZ",51.6694,94.4006
"Novokuznetsk","NOZ",53.8114,86.8772
"Khatanga","HTG",71.978058,102.490514
"Igarka","IAA",67.4372,86.6219
"Grozny","GRV",43.2981,45.7841
"Nalchik","NAL",43.5129,43.6366
"Beslan","OGZ",43.2051,44.6066
"Elista","ESL",46.3739,44.3309
"Aleknagik","WKK",59.2826,-158.618
"Brookings","BKX",44.3048,-96.8169
"Bluefield","BLF",37.2958,-81.2077
"Kearney","EAR",40.727,-99.0068
"Greenville","GLH",33.4829,-90.9856
"Bullhead","IFP",35.1574,-114.56
"Kingman","IGM",35.2595,-113.938
"Pasco","PSC",46.2647,-119.119
"Akutan","KQA",54.1325,-165.785
"Silver City","SVC",32.6365,-108.156
"Lopez","LPS",48.4839,-122.938
"Salekhard","SLY",66.590753,66.611042
"Khanty-Mansiysk","HMA",61.028479,69.086067
"Nyagan","NYA",62.11,65.615
"Sovetskiy","OVS",61.32,63.6044
"Izhevsk","IJK",56.8281,53.4575
"Kirov","KVX",58.5033,49.3483
"Nadym","NYM",65.4809,72.6989
"Raduzhnyi","RAT",62.1586,77.3289
"Nefteyugansk","NFG",61.1083,72.65
"Kurgan","KRO",55.4753,65.4156
"Khudzhand","LBD",40.2154,69.6947
"Andizhan","AZN",40.7277,72.294
"Fergana","FEG",40.3588,71.745
"Namangan","NMA",40.9846,71.5567
"Nukus","NCU",42.4884,59.6233
"Urgench","UGC",41.5843,60.6417
"Khanabad","KSQ",38.8336,65.9215
"Termez","TMJ",37.286667,67.31
"Rybinsk","RYB",58.1042,38.9294
"Belgorod","EGO",50.6438,36.5901
"Kursk","URS",51.7506,36.2956
"Lipetsk","LPK",52.7028,39.5378
"Vorkuta","VKT",67.4886,63.9931
"Bugulma","UUA",54.64,52.8017
"Yoshkar-Ola","JOK",56.7006,47.9047
"Cheboksary","CSY",56.0903,47.3473
"Ulyanovsk","ULY",54.401,48.8027
"Orsk","OSW",51.0725,58.5956
"Penza","PEZ",53.1106,45.0211
"Saransk","SKX",54.1251,45.2123
"Balakovo","BWO",51.8583,47.7456
"Hubli","HBX",15.3617,75.0849
"Koggala","KCT",5.99368,80.3203
"Wirawila","WRZ",6.254494,81.235189
"Battambang","BBM",13.0956,103.224
"Shillong","SHL",25.7036,91.9787
"Guwahati","GAU",26.106092,91.585939
"Dimapur","DMU",25.8839,93.7711
"Tezpur","TEZ",26.7091,92.7847
"Barisal","BZL",22.801,90.3012
"Huay Xai","OUI",20.2573,100.437
"Kontum","KON",14.35,108.017
"Bharatpur","BHR",27.6781,84.4294
"Chandragarhi","BDP",26.570822,88.079578
"Meghauli","MEY",27.583,84.233
"Nepalgunj","KEP",28.103633,81.667006
"Gan Island","GAN",-0.693342,73.1556
"Haa Dhaalu Atoll","HAQ",6.74423,73.1705
"Laamu Atoll","KDO",1.85917,73.5219
"Tak","MAQ",16.699856,98.545056
"Buonmethuot","BMV",12.668311,108.120272
"Haiphong","HPH",20.819386,106.724989
"Nha Trang","CXR",11.998153,109.219372
"Conson","VCS",8.731831,106.632589
"Can Tho","VCA",10.085119,105.711922
"Dienbienphu","DIN",21.397481,103.007831
"Phucat","UIH",13.954986,109.042267
"Pleiku","PXU",14.004522,108.017158
"Vinh","VII",18.737569,105.670764
"Banmaw","BMO",24.269033,97.246153
"Dawei","TVY",14.103886,98.203636
"Kawthoung","KAW",10.049258,98.538006
"Loikaw","LIW",19.691494,97.214825
"Mawlamyine","MNU",16.444747,97.660669
"Pathein","BSX",16.815233,94.779911
"Pakhokku","PKK",21.3333,95.1
"Sumbawa Island","SWQ",-8.489039,117.412119
"Waikabubak-Sumba Island","TMC",-9.409717,119.244494
"Bokondini-Papua Island","BUI",-3.58365,138.533
"Senggeh-Papua Island","SEH",-3.43333,140.817
"Tanjung Selor-Borneo Island","TJS",2.83641,117.374
"Datadawai-Borneo Island","DTD",0.717,116.483
"Tanjung Redep-Borneo Island","BEJ",2.155497,117.432256
"Tanjung-Borneo Island","TJG",-2.21656,115.436
"Sampit-Borneo Island","SMQ",-2.499194,112.974992
"Langgur-Kei Islands","LUV",-5.661619,132.731431
"Alor Island","ARD",-8.13234,124.597
"Belaga","BLG",2.65,113.767
"Long Datih","LGL",3.421,115.154
"Long Seridan","ODN",3.967,115.05
"Mukah","MKM",2.90639,112.08
"Bakalalan","BKM",3.974,115.618
"Lawas","LWY",4.84917,115.408
"Bario","BBN",3.73389,115.479
"Tomanggong","TMG",5.4,118.65
"Kudat","KUD",6.9225,116.836
"Bandar Lampung-Sumatra Island","TKG",-5.242339,105.178939
"Jakarta","HLP",-6.26661,106.891
"Ranai-Natuna Besar Island","NTX",3.908714,108.387897
"Putussibau-Borneo Island","PSU",0.835578,112.937144
"Sintang-Borneo Island","SQG",0.063619,111.473428
"Talang Gudang-Sumatra Island","PDO",-3.286069,103.8796
"Lhok Seumawe-Sumatra Island","LSW",5.226681,96.950342
"Pangkor Island","PKG",4.24472,100.553
"Laut Island","KBU",-3.29472,116.165
"Long Bawan-Borneo Island","LBW",3.867,115.683
"Nunukan-Nunukan Island","NNX",4.13653,117.667
"Long Apung-Borneo Island","LPU",0.583,115.6
"Albany","ALH",-34.9433,117.809
"Argyle","GYL",-16.6369,128.451
"Aurukun","AUU",-13.3539,141.721
"Barcaldine","BCI",-23.5653,145.307
"Badu Island","BDD",-10.15,141.175
"Birdsville","BVI",-25.8975,139.348
"Broken Hill","BHQ",-32.0014,141.472
"Hamilton Island","HTI",-20.3581,148.952
"Bedourie","BEU",-24.3461,139.46
"Bourke","BRK",-30.0392,145.952
"Burketown","BUC",-17.7486,139.534
"Boigu","GIC",-9.23278,142.218
"Oakey","OKY",-27.411389,151.735278
"Boulia","BQL",-22.9133,139.9
"Bathurst","BHS",-33.4094,149.652
"Blackwater","BLT",-23.6031,148.807
"Carnarvon","CVQ",-24.8806,113.672
"Cobar","CAZ",-31.5383,145.794
"Coober Pedy","CPD",-29.04,134.721
"Coconut Island","CNC",-10.05,143.07
"Cloncurry","CNJ",-20.6686,140.504
"Ceduna","CED",-32.1306,133.71
"Cooktown","CTN",-15.4447,145.184
"Cunnamulla","CMA",-28.03,145.622
"Coonamble","CNB",-30.9833,148.376
"Coen","CUQ",-13.7608,143.114
"Cooma","OOM",-36.3006,148.974
"Doomadgee","DMD",-17.9403,138.822
"Darnley Island","NLF",-9.58333,143.767
"Devonport","DPO",-41.1697,146.43
"Elcho Island","ELC",-12.0194,135.571
"Esperance","EPR",-33.6844,121.823
"Flinders Island","FLS",-40.0917,147.993
"Geraldton","GET",-28.7961,114.707
"Gladstone","GLT",-23.8697,151.223
"Groote Eylandt","GTE",-13.975,136.46
"Griffith","GFF",-34.2508,146.067
"Horn Island","HID",-10.5864,142.29
"Hooker Creek","HOK",-18.3367,130.638
"Mount Hotham","MHU",-37.0475,147.334
"Hughenden","HGD",-20.815,144.225
"Julia Creek","JCK",-20.6683,141.723
"Kalbarri","KAX",-27.69,114.262
"King Island","KNS",-39.8775,143.878
"Kalkgurung","KFG",-17.4319,130.808
"Karumba","KRB",-17.4567,140.83
"Kowanyama","KWM",-15.4856,141.751
"Kubin","KUG",-10.225,142.218
"Leonora","LNO",-28.8781,121.315
"Lake Evella","LEL",-12.4989,135.806
"Lord Howe Island","LDH",-31.5383,159.077
"Lockhart River","IRG",-12.7869,143.305
"Lismore","LSY",-28.8303,153.26
"Lightning Ridge","LHG",-29.4567,147.984
"Longreach","LRE",-23.4342,144.28
"Leinster","LER",-27.8433,120.703
"Laverton","LVO",-28.6136,122.424
"Mabuiag Island","UBB",-9.95,142.183
"Meekatharra","MKR",-26.6117,118.548
"Merimbula","MIM",-36.9086,149.901
"Milingimbi","MGT",-12.0944,134.894
"Maningrida","MNG",-12.0561,134.234
"McArthur River Mine","MCV",-16.4425,136.084
"Mildura","MQL",-34.2292,142.086
"Mount Magnet","MMG",-28.1161,117.842
"Moree","MRZ",-29.4989,149.845
"Moranbah","MOV",-22.0578,148.077
"Moruya","MYA",-35.8978,150.144
"Mount Gambier","MGB",-37.7456,140.785
"Mornington Island","ONG",-16.6625,139.178
"Murray Island","MYI",-9.91667,144.055
"Maryborough","MBH",-25.5133,152.715
"Narrandera","NRA",-34.7022,146.512
"Narrabri","NAA",-30.3192,149.827
"Normanton","NTN",-17.6836,141.07
"Newman","ZNE",-23.4178,119.803
"Olympic Dam","OLP",-30.485,136.877
"Argyle","PUG",-32.506944,137.716667
"Palm Island","PMK",-18.7553,146.581
"Paraburdoo","PBO",-23.1711,117.745
"Cocos Keeling Island","CCK",-12.1883,96.8339
"Gove","GOV",-12.2694,136.818
"Parkes","PKE",-33.1314,148.239
"Port Lincoln","PLO",-34.6053,135.88
"Pormpuraaw","EDR",-14.8967,141.609
"Port Macquarie","PQQ",-31.4358,152.863
"Portland","PTJ",-38.3181,141.471
"Quilpie","ULP",-26.6122,144.253
"Ramingining","RAM",-12.3564,134.898
"Roma","RMA",-26.545,148.775
"St George","SGO",-28.0497,148.595
"Shark Bay","MJK",-25.8939,113.577
"Saibai Island","SBR",-9.37833,142.625
"Strahan","SRN",-42.155,145.292
"Thargomindah","XTG",-27.9864,143.811
"Tennant Creek","TCA",-19.6344,134.183
"Victoria River Downs","VCD",-16.4033,131.002
"Sue Islet","SYU",-10.2083,142.825
"Windorah","WNR",-25.4131,142.667
"Whyalla","WYA",-33.0589,137.514
"Wiluna","WUN",-26.6292,120.221
"Wollongong","WOL",-34.5611,150.789
"Winton","WIN",-22.3636,143.086
"Burnie","BWT",-40.9989,145.731
"Yorke Island","OKR",-9.75703,143.411
"Yam Island","XMY",-9.90111,142.776
"Beijing","NAY",39.7825,116.387778
"Chifeng","CIF",42.235,118.908
"Changzhi","CIH",36.2475,113.126
"Datong","DAT",40.0603,113.482
"Hohhot","HET",40.851422,111.824103
"Baotou","BAV",40.56,109.997
"Shijiazhuang","SJW",38.280686,114.6973
"Tongliao","TGO",43.5567,122.2
"Ulanhot","HLH",46.083,122.017
"Xilinhot","XIL",43.9156,115.964
"Beihai","BHY",21.5394,109.294
"Changde","CGD",28.9189,111.64
"Dayong","DYG",29.1028,110.443
"Meixian","MXZ",24.35,116.133
"Zhuhai","ZUH",22.0064,113.376
"Liuzhou","LZH",24.2075,109.391
"Zhanjiang","ZHA",21.2144,110.358
"Enshi","ENH",30.3203,109.485
"Nanyang","NNY",32.9808,112.615
"Xiangfan","XFN",32.1506,112.291
"Yichang","YIH",30.671,111.441
"Ankang","AKA",32.7081,108.931
"Golmud","GOQ",34.633,98.867
"Hanzhong","HZG",33.0636,107.008
"Qingyang","IQN",35.7997,107.603
"Xining","XNN",36.5275,102.043
"Yan'an","ENY",36.6369,109.554
"Yulin","UYN",38.2692,109.731
"Arvaikheer","AVK",46.2503,102.802
"Altai","LTI",46.3764,96.2211
"Bayankhongor","BYN",46.1633,100.704
"Dalanzadgad","DLZ",43.5917,104.43
"Khovd","HVD",47.9541,91.6282
"Muren","MXV",49.6633,100.099
"Shangri-La","DIG",27.7936,99.6772
"Luxi","LUM",24.4011,98.5317
"Simao","SYM",22.7933,100.959
"Zhaotong","ZAT",27.3256,103.755
"Ganzhou","KOW",25.8258,114.912
"Jingdezhen","JDZ",29.3386,117.176
"Jiujiang","JIU",29.733,115.983
"Quzhou","JUZ",28.9658,118.899
"Lianyungang","LYG",34.55,119.25
"Huangyan","HYN",28.5622,121.429
"Linyi","LYI",35.0461,118.412
"Quanzhou","JJN",24.7964,118.59
"Huangshan","TXN",29.7333,118.256
"Weifang","WEF",36.6467,119.119
"Weihai","WEH",37.1871,122.229
"Wuxi","WUX",31.4944,120.429
"Wuyishan","WUS",27.7019,118.001
"Wenzhou","WNZ",27.9122,120.852
"Yancheng","YNZ",33.3856,120.125
"Yiwu","YIW",29.3447,120.032
"Zhoushan","HSN",29.9342,122.362
"Bangda","BPX",30.5536,97.1083
"Dazhou","DAX",31.3,107.5
"Guangyuan","GYS",32.3911,105.702
"Luzhou","LZO",28.8522,105.393
"Mianyang","MIG",31.4281,104.741
"Nanchong","NAO",30.754,106.062
"Nyingchi","LZY",29.3033,94.3353
"Wanxian","WXN",30.8361,108.406
"Aksu","AKU",41.2625,80.2917
"Qiemo","IQM",38.1494,85.5328
"Kuqa","KCA",41.7181,82.9869
"Korla","KRL",41.6978,86.1289
"Karamay","KRY",45.617,84.883
"Yining","YIN",43.9558,81.3303
"Heihe","HEK",50.25,127.3
"Jiamusi","JMU",46.843394,130.465389
"Jinzhou","JNZ",41.1014,121.062
"Qiqihar","NDG",47.239628,123.918131
"Yanji","YNJ",42.8828,129.451258
"Valletta","",35.888863,14.508417
"Mgarr","",36.026389,14.298333
"Mount Keith","WME",-27.286389,120.554722
"Los Roques","LRV",11.95,-66.67
"Inis Mor","IOR",53.1067,-9.65361
"Indreabhan","NNR",53.2303,-9.46778
"Ruegen","GTI",54.383333,13.325278
"Berezovo","NBB",63.9241,65.0487
"Szczecin","",53.471138,14.63775
"Worcester","ORH",42.2673,-71.8757
"Anqing","AQG",30.5822,117.0502
"Ji An","JGS",26.8997,114.7375
"Qinhuangdao","SHP",39.9681,119.731
"Yuncheng","YCU",35.018,110.993
"Lanzhou","LHW",36.117,103.617
"Jiayuguan","JGN",39.8569,98.3414
"Dandong","DDG",40.0255,124.2866
"Dongsheng","DSN",39.85,110.033
"Panzhihua","PZI",26.54,101.799
"Grytviken","",-54.16534,-36.30288
"South Shetland","",-68,-58
"South Shetland","",-63.37,-62.83
"New Rochelle","",40.913923,-73.782008
"Anoka","",45.1448889,-93.2101944
"New Haven","ZVE",41.298669,-72.925992
"Chicago","",41.8791966,-87.6388507
"Dibrugarh","DIB",27.4839,95.0169
"Doha","XOZ",24.8333,50.9166
"Bremerton","PWT",47.490244,-122.764814
"Spencer","SPW",43.165527,-95.202805
"Jefferson City","JEF",38.5912,-92.1561
"Grand Canyon West","GCW",35.5925,-113.4859
"Boulder City","BLD",35.5651,-114.514
"Tannheim","",48.011736,10.100903
"Glenview","",42.074197,-87.805346
"Baltimore","",39.307408,-76.615552
"Ice Cap","",72.579187,-38.4572
"Unst","UNT",60.7472,-0.85385
"Pagerungan","",-6.956608,115.931239
"Provincetown","PVC",42.071945,-70.22139
"Seattle","LKE",47.629,-122.339
"Seria","",4.6333,114.3833
"Nazran","%u0",43.323815,45.017761
"Gustavia","SBH",17.9023,-62.8324
"Morro de Sao Paulo","",-13.2314,-38.5432
"Morro de Sao Paulo","",-13.386571,-38.909122
"Belize","TZA",17.5344,-88.298
"Kostroma","",57.47,41.01
"Sukhumi","SUI",42.87,41.12
"Tambow","TBW",52.81,41.48
"North Connel","OBN",56.464,-5.4
"Vilamendhoo","",73.0191098670891,3.60965475494316
"Vilamendhoo","",3.60965475494316,73.0191098670891
"Vilamendhoo","",3.484,73.802
"Vilamendhoo","",73.801,3.801
"Aaa","",73.9,3.222
"Vilamendhoo","",0,0
"Vilamendhoo","",3.8,73.8
"Sharya","",58.2321,45.3314
"Shizuoka","FSZ",34.796111,138.189444
"Erechim","ERM",-27.6619,-52.2683
"Prangins","",46.413056,6.258611
"Courcheval","CVF",45.3967,6.63472
"Fullerton","FUL",33.521925,-117.584722
"Concord","",35.387775,-80.709136
"Isle Of Wight","",50.677776,-1.317803
"Fort William","FWM",56.816666,-5.116667
"Navoi","NVI",40.1172,65.1708
"Paris","JPU",48.86667,2.333333
"Andernos-Les-Bains","",44.81111,-1.186023
"Ronda","RRA",36.75,-5.166667
"Nauen","",52.6617,12.7458
"Etsha 13","",-18.9538,22.3668
"Champion-7","",5.21,114.7419
"Setif","QSF",36.1781,5.32449
"La Rochelle","LRH",46.1792,-1.19528
"Hailey","SUN",43.504444,-114.296194
"Yverdon-Les-Bains","",46.86667,6.7
"Portsmouth","PME",50.8,-1.083333
"Bielsko-Biala","",49.84997,19.020193
"Mason City","MCW",43.2247,-93.4067
"Salar de Uyuni","",-20.330706,-67.046881
"Isla Pescado","",-20.240932,-67.62538
"Toro Toro","",-18.133114,-65.768781
"Queenstown","",-44.8898,168.6762
"Queenstown","",-44.9486,168.7068
"Queenstown","",-44.9486,168.7068
"Queenstown","",-44.8898,168.6762
"Nairobi","",-1.319242,36.927775
"DWEST","",51.025,7.1837
"Niederoeblarn","",47.478,14.008
"Bad Voeslau","",47.965,16.259
"Arekuna","",6.290501,-62.534499
"Uetersen","",53.646667,9.704167
"Salzwedel","",52.8333,11.2027
"Nordhausen","",51.4888,10.7833
"Paetz","",52.2361,13.6667
"Jining","JNG",35.417,116.533
"Mohe County","OHE",52.915,122.427
"Daqing","DAQ",46.583333,125
"Byron","",37.8284,-121.626
"Yaroslavl","IAR",57.560666676667,40.157369454444
"Sredniiy","",52.91500001,103.57500001
"Kazan","",55.86067,49.10099
"Komsomolsk-on-Amur","",50.605,137.08167
"Khabarovsk","",48.528,135.179
"Irkutsk","",52.3678,104.183
"Ramenskoe","",55.589,38.154
"Gelendzhik","",44.55,38.083
"Taganrog","",47.117,38.513
"Neuchatel","QNC",46.9575,6.86472
"Locarno","ZJI",46.1608,8.87861
"Fehraltorf","",47.3764,8.7575
"Lausanne","",46.5453,6.61667
"Triengen","",47.2267,8.07806
"Rimatara","RMT",-22.637253,-152.805192
"Ust-Ilimsk","",58.116667,102.4666667
"Ust-Kut","UKX",56.85,105.7167
"Kavalerovo","",44.270556,135.054722
"Kirensk","",57.7667,108.05
"St. Marys","1OH",40.5553253,-84.3866186
"Bellona","BN1",15.981666666667,-11.3
"Bellona","BNY",-11.302,159.8
"Ringi Cove","RIN",-8.12639,157.143
"Arecibo","ARE",18.451111,-66.675556
"Wenatchee","EAT",47.398,-120.206
"Bendigo","",-36.7394,144.33
"Sao Joao del Rei","JDR",-21.0864,-44.2258
"Perth","",-31.66778,116.015
"Wangerooge","AGE",53.7828,7.91389
"Harlesiel","",53.7067,7.82028
"Oshkosh","OSH",44.024983,-88.551336
"Brest","BQT",52.06,23.53
"Ternopol","TNL",49.31,25.42
"Chernigov","CEJ",51.24,31.09
"Lutsk","UKC",50.6833,25.4833
"Benton Harbor","BEH",42.1285833,-86.4285
"Waukesha","UES",43.0410278,-88.2370556
"Ronda","",36.73333,-5.166667
"Thurles","",52.67888,-7.814369
"Limerick","",52.659,-8.624
"Nowra","NOA",-34.9489,150.537
"Laverton","",-37.8636,144.746
"Katherine","KTR",-14.5211,132.378
"Amberley","",-27.64,152.712
"Geiranger","",62.1,7.2
"Zell am See","",47.2933,12.7883
"Greenwood","10C",42.4028889,-88.3751111
"Everglades","X01",25.8488611,-81.3902778
"Choibalsan","COQ",48.1357,114.646
"Taree","TRO",-31.8886,152.514
"Orange","OAG",-33.3817,149.133
"Grafton","GFN",-29.7594,153.03
"Gasan","MRQ",13.360967,121.825583
"Hamadan","HDM",34.869167,48.5525
"St-Augustin","YIF",51.2117,-58.6583
"Vieques Island","VQS",18.1158,-65.4227
"Kalemyo","KMV",23.188811,94.051094
"Les Saintes","LSS",15.8644,-61.5806
"Yenisehir","YEI",40.255208,29.562569
"Çorlu","TEQ",41.13825,27.919094
"Sinop","SIC",42.0158,35.0664
"Mus","MSR",38.747769,41.661236
"Canakkale","CKZ",40.137722,26.426777
"Eskissehir","AOE",39.809858,30.519378
"Mpacha","MPA",-17.6344,24.1767
"Walvis Bay","WVB",-22.9799,14.6453
"Punta del Este","PDP",-34.855139,-55.094278
"Sialkot","SKT",32.5356,74.3639
"Bonaventure","YVB",48.0711,-65.4603
"Brus Laguna","BHG",15.7631,-84.5436
"Samburu South","UAS",0.530583,37.5342
"Chaoyang","CHG",41.5381,120.435
"Walaha","WLH",-15.412,167.691
"Tanjung Manis","TGC",2.17784,111.202
"Long Akah","LKH",3.3,114.783
"Geneina","EGN",13.4817,22.4672
"Togiak Village","TOG",59.0528,-160.397
"Port Heiden","PTH",56.9591,-158.633
"King Cove","KVC",55.1163,-162.266
"New Stuyahok","KNW",59.4499,-157.328
"Igiugig","IGG",59.324,-155.902
"Shimla","SLV",31.081803,77.067967
"Nanded","NDC",19.1833,77.3167
"Kangra","DHM",32.1651,76.2634
"Shahre Kord","CQD",32.2972,50.8422
"Sege","EGM",-8.57889,157.876
"Burgos","RGS",42.357628,-3.620764
"Leon","LEN",42.589,-5.655556
"Deering","DRG",66.0696,-162.766
"Zarafshan","AFS",41.6139,64.2332
"Mardin","MQM",37.2233,40.6317
"Tacheng","TCG",46.6725,83.3408
"Tocache","",-8.183,-76.517
"Lago Agrio","LGQ",0.093056,-76.8675
"Parsabad","PFQ",39.603606,47.8815
"Ilam","IIL",33.586606,46.404842
"Gorgan","GBT",36.909381,54.401339
"Maragheh","ACP",37.348017,46.127903
"Romblon","TBH",12.311,122.085
"Wuzhou","WUZ",23.4567,111.248
"Hami","HMI",42.8414,93.6692
"Sand Point","SDP",55.315,-160.523
"Gorakhpur","GOP",26.739708,83.449708
"Araracuara","ACR",-0.58,-72.41
"Hagerstown","HGR",39.7079,-77.7295
"Bella Coola","QBC",52.3875,-126.596
"Pajala","PJA",67.2456,23.0689
"Port Clarence","KPC",65.2537,-166.859
"Governador Valadares","GVR",-18.8952,-41.9822
"Apatity","KVK",67.4633,33.5883
"Cauayan","CYZ",16.929861,121.753036
"Nicoya","TMU",9.73852,-85.0138
"La Fortuna/San Carlos","FON",10.478,-84.6345
"Imo","QOW",5.42706,7.20603
"Arctic Village","ARC",68.1147,-145.579
"Tasiujaq","YTQ",58.6678,-69.9558
"Puvirnituq","YPX",60.0506,-77.2869
"Ormoc City","OMC",11.057997,124.565322
"Noatak","WTK",67.5661,-162.975
"Savoonga","SVA",63.6864,-170.493
"Shishmaref","SHH",66.2496,-166.089
"Ruby","RBY",64.7272,-155.47
"Point Hope","PHO",68.3488,-166.799
"Mekoryuk","MYU",60.3714,-166.271
"Kivalina","KVL",67.7362,-164.563
"St Mary's","KSM",62.0605,-163.302
"Kaltag","KAL",64.3191,-158.741
"Hooper Bay","HPB",61.5239,-166.147
"Gambell","GAM",63.7668,-171.733
"Atqasuk","ATK",70.4673,-157.436
"Anvik","ANV",62.6467,-160.191
"Anaktuvuk Pass","AKP",68.1336,-151.743
"Altay","AAT",47.866667,88.116667
"Null","",44.458656,18.724783
"Dallas","",32.769167,-97.441528
"Naypyidaw","ELA",19.6235,96.201028
"Kyauktu","",21.406667,94.130278
"Jan Mayen","ZXB",70.961111,-8.575833
"Bokepyin","",11.267,98.767
"Changsha","HHA",28.189158,113.219633
"Manzhouli","NZH",49.566667,117.329444
"Wuhai","WUA",39.794444,106.799444
"Gary","GYY",41.6163,-87.4128
"Brainerd","BRD",46.398308,-94.138078
"Lewisburg","LWB",37.858333,-80.399444
"Greenville","PGV",35.635278,-77.385278
"Chefornak","CYF",60.149167,-164.285556
"Oxnard","OXR",34.200833,-119.207222
"Branson","BKG",36.531994,-93.200556
"Tongren","TEN",27.884,109.31
"Jian","KNC",26.8575,114.737222
"Baltimore","ZBP",39.307222,-76.615556
